transaction_id,date,city,store_id,category,subcategory,customer_id,unit_price,quantity,discount_rate,payment_method,is_return,gross_sales,net_sales,revenue,weekday,month,year,is_weekend
3090,2024-07-02,Phoenix,S015,Books,Comics,C1632,16.7,1,0.07,Credit Card,0,16.7,15.531,15.531,Tuesday,2024-07-01,2024,0
3091,2023-05-21,Los Angeles,S010,Clothing,Men,C1875,35.98,4,0.0,Debit Card,0,143.92,143.92,143.92,Sunday,2023-05-01,2023,1
3092,2023-07-07,Los Angeles,S013,Home,Furniture,C1051,121.33,1,0.08,Debit Card,0,121.33,111.6236,111.6236,Friday,2023-07-01,2023,0
3093,2023-05-08,Phoenix,S017,Grocery,Snacks,C1255,8.42,2,0.0,Cash,0,16.84,16.84,16.84,Monday,2023-05-01,2023,0
3094,2023-07-20,Chicago,S015,Electronics,Phone,C1535,524.66,4,0.0,Credit Card,0,2098.64,2098.64,2098.64,Thursday,2023-07-01,2023,0
3095,2023-05-07,Phoenix,S012,Books,Non-fiction,C1337,17.78,3,0.0,Cash,0,53.34,53.34,53.34,Sunday,2023-05-01,2023,1
3096,2023-09-14,Los Angeles,S005,Electronics,Laptop,C1651,428.6,1,0.05,Cash,1,428.6,0.0,0.0,Thursday,2023-09-01,2023,0
3097,2024-06-30,Los Angeles,S007,Grocery,Snacks,C1284,8.24,2,0.0,Credit Card,0,16.48,16.48,16.48,Sunday,2024-06-01,2024,1
3098,2023-07-13,Phoenix,S020,Clothing,Women,C1290,24.39,1,0.0,Debit Card,0,24.39,24.39,24.39,Thursday,2023-07-01,2023,0
3099,2023-04-14,Houston,S015,Home,Decor,C1054,98.88,3,0.0,Debit Card,0,296.64,296.64,296.64,Friday,2023-04-01,2023,0
3100,2024-06-18,Seattle,S001,Beauty,Skincare,C1723,22.37,6,0.0,Wallet,0,134.22,134.22,134.22,Tuesday,2024-06-01,2024,0
3101,2023-09-22,Chicago,S005,Books,Fiction,C1525,16.79,3,0.0,Wallet,0,50.37,50.37,50.37,Friday,2023-09-01,2023,0
3102,2024-01-19,New York,S005,Toys,Board Games,C1034,19.97,4,0.0,Debit Card,0,79.88,79.88,79.88,Friday,2024-01-01,2024,0
3103,2023-09-17,Los Angeles,S011,Home,Kitchen,C1232,111.19,3,0.0,Credit Card,0,333.57,333.57,333.57,Sunday,2023-09-01,2023,1
3104,2024-02-18,Houston,S010,Home,Furniture,C1352,130.26,8,0.0,Credit Card,0,1042.08,1042.08,1042.08,Sunday,2024-02-01,2024,1
3105,2023-12-24,Chicago,S020,Electronics,Laptop,C1564,287.41,1,0.0,Credit Card,0,287.41,287.41,287.41,Sunday,2023-12-01,2023,1
3106,2023-03-16,Houston,S003,Books,Fiction,C1805,9.69,5,0.0,Credit Card,0,48.45,48.45,48.45,Thursday,2023-03-01,2023,0
3107,2023-12-21,Los Angeles,S013,Electronics,Phone,C1062,386.67,1,0.0,Credit Card,0,386.67,386.67,386.67,Thursday,2023-12-01,2023,0
3108,2024-08-06,Houston,S014,Electronics,Phone,C1087,411.34,1,0.0,Credit Card,0,411.34,411.34,411.34,Tuesday,2024-08-01,2024,0
3109,2023-07-07,New York,S001,Electronics,Laptop,C1205,401.62,1,0.0,Credit Card,0,401.62,401.62,401.62,Friday,2023-07-01,2023,0
3110,2023-10-17,Seattle,S014,Electronics,Headphones,C1091,402.99,1,0.03,Debit Card,0,402.99,390.9003,390.9003,Tuesday,2023-10-01,2023,0
3111,2023-02-14,Phoenix,S012,Electronics,TV,C1753,431.1,1,0.0,Cash,0,431.1,431.1,431.1,Tuesday,2023-02-01,2023,0
3112,2024-07-26,Miami,S009,Grocery,Beverages,C1742,8.51,2,0.14,Cash,0,17.02,14.6372,14.6372,Friday,2024-07-01,2024,0
3113,2023-03-24,Chicago,S015,Toys,Board Games,C1872,25.28,4,0.0,Credit Card,0,101.12,101.12,101.12,Friday,2023-03-01,2023,0
3114,2023-05-03,New York,S020,Electronics,Headphones,C1242,366.31,1,0.03,Credit Card,0,366.31,355.3207,355.3207,Wednesday,2023-05-01,2023,0
3115,2023-12-24,Seattle,S007,Books,Non-fiction,C1503,15.61,2,0.0,Credit Card,0,31.22,31.22,31.22,Sunday,2023-12-01,2023,1
3116,2024-06-11,Houston,S003,Toys,Puzzles,C1547,26.58,1,0.12,Wallet,0,26.58,23.3904,23.3904,Tuesday,2024-06-01,2024,0
3117,2023-03-07,Seattle,S005,Beauty,Haircare,C1684,25.54,2,0.0,Credit Card,0,51.08,51.08,51.08,Tuesday,2023-03-01,2023,0
3118,2024-01-10,Phoenix,S013,Beauty,Haircare,C1720,22.31,3,0.0,Wallet,0,66.93,66.93,66.93,Wednesday,2024-01-01,2024,0
3119,2023-06-11,Miami,S013,Home,Furniture,C1282,163.6,4,0.0,Wallet,0,654.4,654.4,654.4,Sunday,2023-06-01,2023,1
3120,2024-01-15,Houston,S014,Beauty,Makeup,C1452,27.93,3,0.0,Cash,0,83.79,83.79,83.79,Monday,2024-01-01,2024,0
3121,2023-12-24,Los Angeles,S016,Toys,Board Games,C1678,15.36,1,0.09,Credit Card,0,15.36,13.9776,13.9776,Sunday,2023-12-01,2023,1
3122,2023-07-07,New York,S002,Toys,Board Games,C1825,28.03,2,0.0,Debit Card,0,56.06,56.06,56.06,Friday,2023-07-01,2023,0
3123,2023-11-18,Los Angeles,S005,Home,Furniture,C1320,132.73,2,0.0,Cash,0,265.46,265.46,265.46,Saturday,2023-11-01,2023,1
3124,2024-03-25,Los Angeles,S014,Books,Non-fiction,C1560,17.46,2,0.11,Credit Card,0,34.92,31.0788,31.0788,Monday,2024-03-01,2024,0
3125,2024-04-18,Miami,S014,Beauty,Haircare,C1619,23.95,2,0.0,Credit Card,0,47.9,47.9,47.9,Thursday,2024-04-01,2024,0
3126,2023-01-13,Phoenix,S006,Electronics,TV,C1675,288.99,2,0.0,Cash,0,577.98,577.98,577.98,Friday,2023-01-01,2023,0
3127,2023-07-03,New York,S004,Electronics,TV,C1792,401.66,2,0.0,Debit Card,0,803.32,803.32,803.32,Monday,2023-07-01,2023,0
3128,2023-04-21,Houston,S008,Electronics,TV,C1239,399.5,1,0.01,Credit Card,0,399.5,395.505,395.505,Friday,2023-04-01,2023,0
3129,2024-05-22,Los Angeles,S017,Beauty,Makeup,C1825,27.65,2,0.05,Credit Card,0,55.3,52.535,52.535,Wednesday,2024-05-01,2024,0
3130,2023-10-17,Phoenix,S014,Clothing,Men,C1414,40.38,3,0.0,Cash,1,121.14,0.0,0.0,Tuesday,2023-10-01,2023,0
3131,2023-10-22,Miami,S004,Beauty,Skincare,C1044,17.86,5,0.05,Credit Card,0,89.3,84.835,84.835,Sunday,2023-10-01,2023,1
3132,2024-03-26,Los Angeles,S007,Books,Comics,C1285,19.67,1,0.1,Debit Card,0,19.67,17.703,17.703,Tuesday,2024-03-01,2024,0
3133,2023-08-03,New York,S004,Books,Non-fiction,C1052,10.11,3,0.07,Debit Card,0,30.33,28.2069,28.2069,Thursday,2023-08-01,2023,0
3134,2024-09-23,New York,S008,Toys,Board Games,C1102,33.93,3,0.0,Debit Card,0,101.79,101.79,101.79,Monday,2024-09-01,2024,0
3135,2024-07-20,New York,S002,Home,Furniture,C1063,120.1,2,0.0,Credit Card,0,240.2,240.2,240.2,Saturday,2024-07-01,2024,1
3136,2023-01-27,Phoenix,S019,Clothing,Kids,C1050,31.53,3,0.12,Cash,0,94.59,83.2392,83.2392,Friday,2023-01-01,2023,0
3137,2024-09-21,New York,S007,Grocery,Beverages,C1832,9.74,2,0.03,Credit Card,0,19.48,18.8956,18.8956,Saturday,2024-09-01,2024,1
3138,2023-08-19,Seattle,S004,Clothing,Women,C1780,48.59,2,0.0,Credit Card,0,97.18,97.18,97.18,Saturday,2023-08-01,2023,1
3139,2024-07-18,New York,S013,Home,Kitchen,C1700,137.18,1,0.0,Wallet,0,137.18,137.18,137.18,Thursday,2024-07-01,2024,0
3140,2023-11-17,Seattle,S017,Grocery,Dairy,C1595,9.46,1,0.0,Cash,0,9.46,9.46,9.46,Friday,2023-11-01,2023,0
3141,2023-08-21,Miami,S017,Grocery,Produce,C1009,6.51,3,0.0,Credit Card,0,19.53,19.53,19.53,Monday,2023-08-01,2023,0
3142,2024-03-12,Los Angeles,S008,Grocery,Snacks,C1723,6.8,3,0.01,Credit Card,0,20.4,20.196,20.196,Tuesday,2024-03-01,2024,0
3143,2024-06-16,Phoenix,S015,Clothing,Kids,C1003,39.4,1,0.0,Cash,0,39.4,39.4,39.4,Sunday,2024-06-01,2024,1
3144,2024-02-07,New York,S008,Toys,Board Games,C1425,29.0,3,0.04,Credit Card,0,87.0,83.52,83.52,Wednesday,2024-02-01,2024,0
3145,2023-02-22,New York,S020,Toys,Board Games,C1132,29.73,1,0.0,Debit Card,0,29.73,29.73,29.73,Wednesday,2023-02-01,2023,0
3146,2023-11-09,Phoenix,S013,Grocery,Beverages,C1502,9.31,3,0.0,Debit Card,0,27.93,27.93,27.93,Thursday,2023-11-01,2023,0
3147,2023-10-08,Miami,S008,Electronics,TV,C1899,386.67,4,0.0,Cash,0,1546.68,1546.68,1546.68,Sunday,2023-10-01,2023,1
3148,2023-01-31,New York,S006,Beauty,Haircare,C1560,25.27,3,0.11,Debit Card,0,75.81,67.4709,67.4709,Tuesday,2023-01-01,2023,0
3149,2023-12-03,Miami,S012,Toys,Action Figures,C1032,28.62,2,0.07,Debit Card,0,57.24,53.2332,53.2332,Sunday,2023-12-01,2023,1
3150,2023-07-02,Los Angeles,S007,Beauty,Skincare,C1218,17.64,1,0.0,Wallet,0,17.64,17.64,17.64,Sunday,2023-07-01,2023,1
3151,2023-01-23,Miami,S004,Toys,Action Figures,C1038,22.61,1,0.0,Credit Card,0,22.61,22.61,22.61,Monday,2023-01-01,2023,0
3152,2024-06-27,Houston,S018,Grocery,Beverages,C1265,7.05,3,0.1,Credit Card,0,21.15,19.035,19.035,Thursday,2024-06-01,2024,0
3153,2024-03-21,Houston,S012,Electronics,TV,C1634,468.56,1,0.0,Credit Card,0,468.56,468.56,468.56,Thursday,2024-03-01,2024,0
3154,2023-03-15,Los Angeles,S005,Electronics,Headphones,C1056,431.74,1,0.0,Cash,0,431.74,431.74,431.74,Wednesday,2023-03-01,2023,0
3155,2023-01-10,Miami,S005,Toys,Board Games,C1004,24.73,1,0.0,Credit Card,0,24.73,24.73,24.73,Tuesday,2023-01-01,2023,0
3156,2024-04-28,New York,S017,Beauty,Haircare,C1800,20.15,1,0.07,Cash,0,20.15,18.7395,18.7395,Sunday,2024-04-01,2024,1
3157,2024-03-31,Seattle,S004,Clothing,Kids,C1886,17.33,3,0.05,Credit Card,0,51.99,49.3905,49.3905,Sunday,2024-03-01,2024,1
3158,2024-07-19,Los Angeles,S017,Electronics,Laptop,C1024,507.16,1,0.09,Wallet,0,507.16,461.5156,461.5156,Friday,2024-07-01,2024,0
3159,2024-07-17,Phoenix,S003,Beauty,Skincare,C1323,20.42,1,0.0,Credit Card,0,20.42,20.42,20.42,Wednesday,2024-07-01,2024,0
3160,2023-06-09,New York,S013,Toys,Action Figures,C1373,23.76,2,0.0,Debit Card,0,47.52,47.52,47.52,Friday,2023-06-01,2023,0
3161,2023-01-14,Seattle,S010,Toys,Action Figures,C1813,25.72,1,0.01,Debit Card,0,25.72,25.4628,25.4628,Saturday,2023-01-01,2023,1
3162,2023-06-27,Miami,S011,Home,Kitchen,C1563,127.2,2,0.0,Credit Card,1,254.4,0.0,0.0,Tuesday,2023-06-01,2023,0
3163,2024-02-16,New York,S009,Toys,Puzzles,C1265,19.8,2,0.0,Credit Card,0,39.6,39.6,39.6,Friday,2024-02-01,2024,0
3164,2023-02-22,Miami,S019,Beauty,Haircare,C1876,20.56,2,0.0,Credit Card,0,41.12,41.12,41.12,Wednesday,2023-02-01,2023,0
3165,2024-02-12,Los Angeles,S011,Books,Fiction,C1140,18.76,2,0.0,Credit Card,0,37.52,37.52,37.52,Monday,2024-02-01,2024,0
3166,2023-01-22,Houston,S011,Beauty,Skincare,C1137,19.37,1,0.11,Credit Card,0,19.37,17.2393,17.2393,Sunday,2023-01-01,2023,1
3167,2023-01-30,Phoenix,S004,Grocery,Produce,C1265,7.53,1,0.12,Cash,0,7.53,6.6264,6.6264,Monday,2023-01-01,2023,0
3168,2023-09-17,Miami,S020,Toys,Board Games,C1232,26.05,1,0.0,Credit Card,0,26.05,26.05,26.05,Sunday,2023-09-01,2023,1
3169,2023-07-24,Los Angeles,S014,Beauty,Makeup,C1862,20.23,5,0.0,Cash,0,101.15,101.15,101.15,Monday,2023-07-01,2023,0
3170,2023-02-28,Houston,S015,Home,Furniture,C1366,137.88,1,0.08,Credit Card,0,137.88,126.8496,126.8496,Tuesday,2023-02-01,2023,0
3171,2024-04-15,New York,S017,Toys,Board Games,C1370,16.32,3,0.03,Credit Card,0,48.96,47.4912,47.4912,Monday,2024-04-01,2024,0
3172,2024-04-10,Phoenix,S008,Toys,Action Figures,C1740,20.39,1,0.15,Credit Card,0,20.39,17.3315,17.3315,Wednesday,2024-04-01,2024,0
3173,2023-01-12,Chicago,S017,Electronics,Laptop,C1452,536.03,1,0.08,Credit Card,0,536.03,493.1476,493.1476,Thursday,2023-01-01,2023,0
3174,2024-09-22,Miami,S011,Books,Non-fiction,C1687,14.2,1,0.07,Credit Card,0,14.2,13.206,13.206,Sunday,2024-09-01,2024,1
3175,2023-10-17,Los Angeles,S009,Beauty,Haircare,C1701,18.53,5,0.0,Wallet,0,92.65,92.65,92.65,Tuesday,2023-10-01,2023,0
3176,2023-12-20,Chicago,S018,Clothing,Women,C1046,49.36,2,0.0,Credit Card,0,98.72,98.72,98.72,Wednesday,2023-12-01,2023,0
3177,2024-09-30,Houston,S013,Books,Fiction,C1147,18.92,5,0.0,Credit Card,0,94.6,94.6,94.6,Monday,2024-09-01,2024,0
3178,2023-03-16,Chicago,S011,Home,Decor,C1561,103.0,3,0.0,Credit Card,0,309.0,309.0,309.0,Thursday,2023-03-01,2023,0
3179,2024-07-14,Chicago,S012,Clothing,Men,C1223,18.53,4,0.0,Credit Card,0,74.12,74.12,74.12,Sunday,2024-07-01,2024,1
3180,2024-08-13,Houston,S020,Electronics,TV,C1687,462.96,1,0.0,Cash,0,462.96,462.96,462.96,Tuesday,2024-08-01,2024,0
3181,2024-03-16,Phoenix,S013,Clothing,Kids,C1239,35.13,4,0.06,Debit Card,0,140.52,132.0888,132.0888,Saturday,2024-03-01,2024,1
3182,2023-08-29,Miami,S008,Grocery,Dairy,C1355,6.59,3,0.0,Debit Card,0,19.77,19.77,19.77,Tuesday,2023-08-01,2023,0
3183,2023-06-03,Phoenix,S005,Toys,Board Games,C1591,27.34,4,0.0,Credit Card,0,109.36,109.36,109.36,Saturday,2023-06-01,2023,1
3184,2023-04-06,Phoenix,S015,Toys,Puzzles,C1795,20.75,8,0.06,Credit Card,0,166.0,156.04,156.04,Thursday,2023-04-01,2023,0
3185,2023-10-21,Los Angeles,S014,Toys,Board Games,C1754,20.13,1,0.0,Debit Card,0,20.13,20.13,20.13,Saturday,2023-10-01,2023,1
3186,2023-07-28,Seattle,S011,Grocery,Produce,C1162,8.01,1,0.0,Credit Card,0,8.01,8.01,8.01,Friday,2023-07-01,2023,0
3187,2023-12-09,New York,S008,Beauty,Makeup,C1265,29.73,2,0.11,Credit Card,0,59.46,52.9194,52.9194,Saturday,2023-12-01,2023,1
3188,2023-03-29,Houston,S005,Toys,Action Figures,C1211,34.86,2,0.04,Debit Card,0,69.72,66.9312,66.9312,Wednesday,2023-03-01,2023,0
3189,2024-01-25,Seattle,S005,Toys,Board Games,C1108,28.47,1,0.0,Cash,0,28.47,28.47,28.47,Thursday,2024-01-01,2024,0
3190,2023-11-21,Seattle,S016,Toys,Action Figures,C1123,20.61,1,0.0,Credit Card,0,20.61,20.61,20.61,Tuesday,2023-11-01,2023,0
3191,2023-06-06,Miami,S010,Home,Decor,C1556,133.82,4,0.05,Credit Card,0,535.28,508.516,508.516,Tuesday,2023-06-01,2023,0
3192,2024-09-24,Houston,S019,Clothing,Men,C1033,35.04,1,0.0,Wallet,0,35.04,35.04,35.04,Tuesday,2024-09-01,2024,0
3193,2024-07-30,Phoenix,S001,Home,Decor,C1877,100.49,1,0.0,Credit Card,0,100.49,100.49,100.49,Tuesday,2024-07-01,2024,0
3194,2024-09-10,Seattle,S014,Clothing,Kids,C1014,44.05,2,0.04,Wallet,0,88.1,84.576,84.576,Tuesday,2024-09-01,2024,0
3195,2023-05-17,Seattle,S013,Grocery,Beverages,C1848,10.6,1,0.0,Credit Card,1,10.6,0.0,0.0,Wednesday,2023-05-01,2023,0
3196,2024-03-03,New York,S015,Toys,Board Games,C1221,25.46,5,0.0,Credit Card,0,127.3,127.3,127.3,Sunday,2024-03-01,2024,1
3197,2024-03-27,Houston,S002,Grocery,Dairy,C1033,7.36,4,0.04,Credit Card,0,29.44,28.2624,28.2624,Wednesday,2024-03-01,2024,0
3198,2024-09-03,Miami,S015,Home,Kitchen,C1286,170.7,1,0.07,Credit Card,0,170.7,158.751,158.751,Tuesday,2024-09-01,2024,0
3199,2023-05-21,Miami,S015,Home,Decor,C1285,88.64,2,0.0,Credit Card,0,177.28,177.28,177.28,Sunday,2023-05-01,2023,1
3200,2023-03-24,Phoenix,S001,Clothing,Men,C1576,29.73,2,0.06,Credit Card,0,59.46,55.8924,55.8924,Friday,2023-03-01,2023,0
3201,2023-06-26,Los Angeles,S002,Home,Kitchen,C1630,98.36,2,0.0,Cash,0,196.72,196.72,196.72,Monday,2023-06-01,2023,0
3202,2023-07-17,New York,S020,Home,Decor,C1619,151.2,2,0.05,Credit Card,0,302.4,287.28,287.28,Monday,2023-07-01,2023,0
3203,2024-09-15,Miami,S016,Home,Decor,C1881,123.48,1,0.07,Cash,0,123.48,114.8364,114.8364,Sunday,2024-09-01,2024,1
3204,2024-07-21,Houston,S008,Grocery,Dairy,C1305,9.39,4,0.0,Debit Card,0,37.56,37.56,37.56,Sunday,2024-07-01,2024,1
3205,2024-02-25,Chicago,S014,Books,Non-fiction,C1463,24.86,2,0.1,Credit Card,0,49.72,44.748,44.748,Sunday,2024-02-01,2024,1
3206,2024-02-05,Miami,S006,Clothing,Kids,C1311,42.11,1,0.12,Credit Card,0,42.11,37.0568,37.0568,Monday,2024-02-01,2024,0
3207,2024-04-15,Phoenix,S019,Grocery,Dairy,C1463,10.85,1,0.0,Debit Card,0,10.85,10.85,10.85,Monday,2024-04-01,2024,0
3208,2023-08-06,Los Angeles,S001,Toys,Action Figures,C1507,34.15,2,0.0,Cash,0,68.3,68.3,68.3,Sunday,2023-08-01,2023,1
3209,2024-09-23,New York,S006,Electronics,Phone,C1681,516.68,1,0.0,Credit Card,0,516.68,516.68,516.68,Monday,2024-09-01,2024,0
3210,2023-06-24,Miami,S006,Clothing,Men,C1169,41.89,2,0.09,Credit Card,0,83.78,76.2398,76.2398,Saturday,2023-06-01,2023,1
3211,2023-01-23,Miami,S010,Beauty,Skincare,C1634,25.46,2,0.06,Credit Card,0,50.92,47.8648,47.8648,Monday,2023-01-01,2023,0
3212,2023-08-23,New York,S019,Home,Furniture,C1160,137.68,1,0.02,Credit Card,0,137.68,134.9264,134.9264,Wednesday,2023-08-01,2023,0
3213,2023-01-13,New York,S006,Home,Kitchen,C1068,126.25,4,0.14,Cash,0,505.0,434.3,434.3,Friday,2023-01-01,2023,0
3214,2023-04-11,Miami,S011,Grocery,Dairy,C1116,7.09,3,0.0,Debit Card,0,21.27,21.27,21.27,Tuesday,2023-04-01,2023,0
3215,2024-06-19,Los Angeles,S011,Beauty,Makeup,C1699,23.88,2,0.0,Credit Card,0,47.76,47.76,47.76,Wednesday,2024-06-01,2024,0
3216,2024-06-06,Phoenix,S018,Beauty,Makeup,C1291,19.12,1,0.0,Credit Card,0,19.12,19.12,19.12,Thursday,2024-06-01,2024,0
3217,2024-03-27,Miami,S008,Home,Furniture,C1301,92.49,3,0.0,Credit Card,0,277.47,277.47,277.47,Wednesday,2024-03-01,2024,0
3218,2024-03-06,Houston,S005,Electronics,Phone,C1355,380.44,3,0.0,Debit Card,0,1141.32,1141.32,1141.32,Wednesday,2024-03-01,2024,0
3219,2024-08-28,Chicago,S004,Home,Kitchen,C1770,123.21,3,0.01,Credit Card,0,369.63,365.9337,365.9337,Wednesday,2024-08-01,2024,0
3220,2024-06-16,Houston,S011,Beauty,Makeup,C1402,31.33,2,0.06,Cash,0,62.66,58.9004,58.9004,Sunday,2024-06-01,2024,1
3221,2023-10-20,Chicago,S002,Electronics,Laptop,C1248,338.1,1,0.0,Credit Card,0,338.1,338.1,338.1,Friday,2023-10-01,2023,0
3222,2023-04-11,Houston,S010,Clothing,Women,C1284,27.63,3,0.05,Wallet,0,82.89,78.7455,78.7455,Tuesday,2023-04-01,2023,0
3223,2024-05-16,Phoenix,S009,Books,Fiction,C1579,12.26,2,0.02,Credit Card,0,24.52,24.0296,24.0296,Thursday,2024-05-01,2024,0
3224,2023-10-31,Miami,S004,Clothing,Men,C1185,33.51,3,0.09,Credit Card,0,100.53,91.4823,91.4823,Tuesday,2023-10-01,2023,0
3225,2024-06-23,Houston,S012,Home,Decor,C1410,95.15,3,0.04,Credit Card,0,285.45,274.032,274.032,Sunday,2024-06-01,2024,1
3226,2024-07-06,Houston,S011,Home,Decor,C1873,153.66,4,0.0,Wallet,0,614.64,614.64,614.64,Saturday,2024-07-01,2024,1
3227,2023-12-21,New York,S005,Books,Fiction,C1635,18.88,1,0.0,Credit Card,0,18.88,18.88,18.88,Thursday,2023-12-01,2023,0
3228,2023-10-30,New York,S001,Clothing,Kids,C1162,29.57,2,0.0,Cash,0,59.14,59.14,59.14,Monday,2023-10-01,2023,0
3229,2024-05-10,Los Angeles,S005,Grocery,Dairy,C1195,6.75,1,0.02,Credit Card,0,6.75,6.615,6.615,Friday,2024-05-01,2024,0
3230,2023-08-15,Chicago,S011,Grocery,Dairy,C1325,5.89,2,0.1,Credit Card,0,11.78,10.602,10.602,Tuesday,2023-08-01,2023,0
3231,2023-08-24,New York,S019,Books,Fiction,C1306,19.52,1,0.03,Cash,0,19.52,18.9344,18.9344,Thursday,2023-08-01,2023,0
3232,2024-03-30,Houston,S016,Clothing,Women,C1653,50.05,4,0.02,Credit Card,0,200.2,196.196,196.196,Saturday,2024-03-01,2024,1
3233,2023-01-13,Los Angeles,S009,Beauty,Skincare,C1157,15.66,2,0.0,Debit Card,0,31.32,31.32,31.32,Friday,2023-01-01,2023,0
3234,2023-07-29,Miami,S009,Books,Comics,C1329,14.39,2,0.0,Debit Card,0,28.78,28.78,28.78,Saturday,2023-07-01,2023,1
3235,2024-02-01,Chicago,S001,Grocery,Beverages,C1504,9.11,1,0.0,Credit Card,0,9.11,9.11,9.11,Thursday,2024-02-01,2024,0
3236,2023-04-10,Phoenix,S007,Home,Furniture,C1775,174.3,3,0.04,Debit Card,0,522.9,501.984,501.984,Monday,2023-04-01,2023,0
3237,2023-01-31,Los Angeles,S004,Grocery,Dairy,C1169,6.85,1,0.16,Debit Card,0,6.85,5.754,5.754,Tuesday,2023-01-01,2023,0
3238,2024-06-11,Houston,S009,Electronics,Headphones,C1651,365.87,1,0.0,Cash,0,365.87,365.87,365.87,Tuesday,2024-06-01,2024,0
3239,2023-11-25,Phoenix,S007,Beauty,Makeup,C1554,25.12,2,0.0,Cash,0,50.24,50.24,50.24,Saturday,2023-11-01,2023,1
3240,2023-06-15,Seattle,S016,Home,Kitchen,C1807,95.74,1,0.14,Debit Card,0,95.74,82.3364,82.3364,Thursday,2023-06-01,2023,0
3241,2024-04-03,Houston,S005,Books,Comics,C1797,13.97,2,0.07,Credit Card,0,27.94,25.9842,25.9842,Wednesday,2024-04-01,2024,0
3242,2023-04-10,Miami,S011,Books,Non-fiction,C1082,15.69,2,0.0,Credit Card,0,31.38,31.38,31.38,Monday,2023-04-01,2023,0
3243,2024-09-12,Chicago,S006,Beauty,Haircare,C1008,16.17,5,0.0,Debit Card,0,80.85,80.85,80.85,Thursday,2024-09-01,2024,0
3244,2023-06-22,Miami,S013,Home,Kitchen,C1457,87.77,4,0.03,Credit Card,0,351.08,340.5476,340.5476,Thursday,2023-06-01,2023,0
3245,2023-06-11,Los Angeles,S006,Books,Fiction,C1092,13.59,1,0.0,Credit Card,0,13.59,13.59,13.59,Sunday,2023-06-01,2023,1
3246,2023-09-20,Los Angeles,S003,Grocery,Snacks,C1608,7.62,2,0.05,Credit Card,0,15.24,14.478,14.478,Wednesday,2023-09-01,2023,0
3247,2023-10-01,Houston,S013,Home,Decor,C1454,143.23,2,0.02,Credit Card,1,286.46,0.0,0.0,Sunday,2023-10-01,2023,1
3248,2023-01-03,Miami,S011,Beauty,Skincare,C1594,10.21,2,0.06,Credit Card,0,20.42,19.1948,19.1948,Tuesday,2023-01-01,2023,0
3249,2023-01-28,Miami,S010,Books,Fiction,C1019,11.76,2,0.0,Debit Card,0,23.52,23.52,23.52,Saturday,2023-01-01,2023,1
3250,2023-11-22,Miami,S003,Clothing,Men,C1251,38.77,5,0.09,Credit Card,0,193.85,176.4035,176.4035,Wednesday,2023-11-01,2023,0
3251,2023-05-29,Chicago,S006,Grocery,Beverages,C1095,6.62,1,0.07,Debit Card,0,6.62,6.1566,6.1566,Monday,2023-05-01,2023,0
3252,2024-06-23,New York,S002,Toys,Board Games,C1541,30.42,1,0.11,Credit Card,0,30.42,27.0738,27.0738,Sunday,2024-06-01,2024,1
3253,2024-05-02,Houston,S009,Toys,Board Games,C1701,23.82,1,0.0,Cash,0,23.82,23.82,23.82,Thursday,2024-05-01,2024,0
3254,2024-03-13,Houston,S005,Toys,Puzzles,C1223,28.82,2,0.0,Debit Card,0,57.64,57.64,57.64,Wednesday,2024-03-01,2024,0
3255,2023-03-06,New York,S019,Grocery,Snacks,C1474,7.93,1,0.07,Credit Card,0,7.93,7.3749,7.3749,Monday,2023-03-01,2023,0
3256,2023-12-22,Miami,S014,Books,Fiction,C1877,14.35,1,0.04,Credit Card,0,14.35,13.776,13.776,Friday,2023-12-01,2023,0
3257,2024-06-16,Chicago,S014,Electronics,Phone,C1658,339.09,1,0.0,Debit Card,0,339.09,339.09,339.09,Sunday,2024-06-01,2024,1
3258,2023-09-09,New York,S014,Grocery,Snacks,C1204,8.15,3,0.0,Credit Card,0,24.45,24.45,24.45,Saturday,2023-09-01,2023,1
3259,2023-08-23,Miami,S010,Electronics,Laptop,C1470,510.8,1,0.12,Credit Card,0,510.8,449.504,449.504,Wednesday,2023-08-01,2023,0
3260,2023-08-15,Phoenix,S012,Toys,Puzzles,C1770,23.44,3,0.09,Cash,0,70.32,63.9912,63.9912,Tuesday,2023-08-01,2023,0
3261,2024-06-08,Los Angeles,S020,Grocery,Snacks,C1638,8.83,5,0.0,Cash,0,44.15,44.15,44.15,Saturday,2024-06-01,2024,1
3262,2023-11-09,Miami,S003,Toys,Puzzles,C1878,31.08,1,0.17,Debit Card,0,31.08,25.7964,25.7964,Thursday,2023-11-01,2023,0
3263,2023-02-18,New York,S016,Clothing,Kids,C1578,45.44,1,0.0,Credit Card,0,45.44,45.44,45.44,Saturday,2023-02-01,2023,1
3264,2023-04-28,Chicago,S010,Clothing,Men,C1455,36.34,1,0.15,Cash,0,36.34,30.889,30.889,Friday,2023-04-01,2023,0
3265,2023-02-23,Houston,S006,Home,Kitchen,C1353,140.63,3,0.0,Credit Card,0,421.89,421.89,421.89,Thursday,2023-02-01,2023,0
3266,2024-07-18,Miami,S013,Clothing,Women,C1459,32.94,2,0.0,Wallet,0,65.88,65.88,65.88,Thursday,2024-07-01,2024,0
3267,2023-02-13,Miami,S010,Beauty,Makeup,C1378,13.4,4,0.0,Credit Card,0,53.6,53.6,53.6,Monday,2023-02-01,2023,0
